tiempo_sk,fecha_registro,anio,semestre,trimestre,mes,dia,nombre_mes,es_barrido_iv
1,2021-01-01,2021,2021-S1,2021-Q1,1,1,January,1
2,2021-01-02,2021,2021-S1,2021-Q1,1,2,January,1
3,2021-01-03,2021,2021-S1,2021-Q1,1,3,January,1
4,2021-01-04,2021,2021-S1,2021-Q1,1,4,January,1
5,2021-01-05,2021,2021-S1,2021-Q1,1,5,January,1
6,2021-01-06,2021,2021-S1,2021-Q1,1,6,January,1
7,2021-01-07,2021,2021-S1,2021-Q1,1,7,January,1
8,2021-01-08,2021,2021-S1,2021-Q1,1,8,January,1
9,2021-01-09,2021,2021-S1,2021-Q1,1,9,January,1
10,2021-01-10,2021,2021-S1,2021-Q1,1,10,January,1
11,2021-01-11,2021,2021-S1,2021-Q1,1,11,January,1
12,2021-01-12,2021,2021-S1,2021-Q1,1,12,January,1
13,2021-01-13,2021,2021-S1,2021-Q1,1,13,January,1
14,2021-01-14,2021,2021-S1,2021-Q1,1,14,January,1
15,2021-01-15,2021,2021-S1,2021-Q1,1,15,January,1
16,2021-01-16,2021,2021-S1,2021-Q1,1,16,January,1
17,2021-01-17,2021,2021-S1,2021-Q1,1,17,January,1
18,2021-01-18,2021,2021-S1,2021-Q1,1,18,January,1
19,2021-01-19,2021,2021-S1,2021-Q1,1,19,January,1
20,2021-01-20,2021,2021-S1,2021-Q1,1,20,January,1
21,2021-01-21,2021,2021-S1,2021-Q1,1,21,January,1
22,2021-01-22,2021,2021-S1,2021-Q1,1,22,January,1
23,2021-01-23,2021,2021-S1,2021-Q1,1,23,January,1
24,2021-01-24,2021,2021-S1,2021-Q1,1,24,January,1
25,2021-01-25,2021,2021-S1,2021-Q1,1,25,January,1
26,2021-01-26,2021,2021-S1,2021-Q1,1,26,January,1
27,2021-01-27,2021,2021-S1,2021-Q1,1,27,January,1
28,2021-01-28,2021,2021-S1,2021-Q1,1,28,January,1
29,2021-01-29,2021,2021-S1,2021-Q1,1,29,January,1
30,2021-01-30,2021,2021-S1,2021-Q1,1,30,January,1
31,2021-01-31,2021,2021-S1,2021-Q1,1,31,January,1
32,2021-02-01,2021,2021-S1,2021-Q1,2,1,February,1
33,2021-02-02,2021,2021-S1,2021-Q1,2,2,February,1
34,2021-02-03,2021,2021-S1,2021-Q1,2,3,February,1
35,2021-02-04,2021,2021-S1,2021-Q1,2,4,February,1
36,2021-02-05,2021,2021-S1,2021-Q1,2,5,February,1
37,2021-02-06,2021,2021-S1,2021-Q1,2,6,February,1
38,2021-02-07,2021,2021-S1,2021-Q1,2,7,February,1
39,2021-02-08,2021,2021-S1,2021-Q1,2,8,February,1
40,2021-02-09,2021,2021-S1,2021-Q1,2,9,February,1
41,2021-02-10,2021,2021-S1,2021-Q1,2,10,February,1
42,2021-02-11,2021,2021-S1,2021-Q1,2,11,February,1
43,2021-02-12,2021,2021-S1,2021-Q1,2,12,February,1
44,2021-02-13,2021,2021-S1,2021-Q1,2,13,February,1
45,2021-02-14,2021,2021-S1,2021-Q1,2,14,February,1
46,2021-02-15,2021,2021-S1,2021-Q1,2,15,February,1
47,2021-02-16,2021,2021-S1,2021-Q1,2,16,February,1
48,2021-02-17,2021,2021-S1,2021-Q1,2,17,February,1
49,2021-02-18,2021,2021-S1,2021-Q1,2,18,February,1
50,2021-02-19,2021,2021-S1,2021-Q1,2,19,February,1
51,2021-02-20,2021,2021-S1,2021-Q1,2,20,February,1
52,2021-02-21,2021,2021-S1,2021-Q1,2,21,February,1
53,2021-02-22,2021,2021-S1,2021-Q1,2,22,February,1
54,2021-02-23,2021,2021-S1,2021-Q1,2,23,February,1
55,2021-02-24,2021,2021-S1,2021-Q1,2,24,February,1
56,2021-02-25,2021,2021-S1,2021-Q1,2,25,February,1
57,2021-02-26,2021,2021-S1,2021-Q1,2,26,February,1
58,2021-02-27,2021,2021-S1,2021-Q1,2,27,February,1
59,2021-02-28,2021,2021-S1,2021-Q1,2,28,February,1
60,2021-03-01,2021,2021-S1,2021-Q1,3,1,March,1
61,2021-03-02,2021,2021-S1,2021-Q1,3,2,March,1
62,2021-03-03,2021,2021-S1,2021-Q1,3,3,March,1
63,2021-03-04,2021,2021-S1,2021-Q1,3,4,March,1
64,2021-03-05,2021,2021-S1,2021-Q1,3,5,March,1
65,2021-03-06,2021,2021-S1,2021-Q1,3,6,March,1
66,2021-03-07,2021,2021-S1,2021-Q1,3,7,March,1
67,2021-03-08,2021,2021-S1,2021-Q1,3,8,March,1
68,2021-03-09,2021,2021-S1,2021-Q1,3,9,March,1
69,2021-03-10,2021,2021-S1,2021-Q1,3,10,March,1
70,2021-03-11,2021,2021-S1,2021-Q1,3,11,March,1
71,2021-03-12,2021,2021-S1,2021-Q1,3,12,March,1
72,2021-03-13,2021,2021-S1,2021-Q1,3,13,March,1
73,2021-03-14,2021,2021-S1,2021-Q1,3,14,March,1
74,2021-03-15,2021,2021-S1,2021-Q1,3,15,March,1
75,2021-03-16,2021,2021-S1,2021-Q1,3,16,March,1
76,2021-03-17,2021,2021-S1,2021-Q1,3,17,March,1
77,2021-03-18,2021,2021-S1,2021-Q1,3,18,March,1
78,2021-03-19,2021,2021-S1,2021-Q1,3,19,March,1
79,2021-03-20,2021,2021-S1,2021-Q1,3,20,March,1
80,2021-03-21,2021,2021-S1,2021-Q1,3,21,March,1
81,2021-03-22,2021,2021-S1,2021-Q1,3,22,March,1
82,2021-03-23,2021,2021-S1,2021-Q1,3,23,March,1
83,2021-03-24,2021,2021-S1,2021-Q1,3,24,March,1
84,2021-03-25,2021,2021-S1,2021-Q1,3,25,March,1
85,2021-03-26,2021,2021-S1,2021-Q1,3,26,March,1
86,2021-03-27,2021,2021-S1,2021-Q1,3,27,March,1
87,2021-03-28,2021,2021-S1,2021-Q1,3,28,March,1
88,2021-03-29,2021,2021-S1,2021-Q1,3,29,March,1
89,2021-03-30,2021,2021-S1,2021-Q1,3,30,March,1
90,2021-03-31,2021,2021-S1,2021-Q1,3,31,March,1
91,2021-04-01,2021,2021-S1,2021-Q2,4,1,April,1
92,2021-04-02,2021,2021-S1,2021-Q2,4,2,April,1
93,2021-04-03,2021,2021-S1,2021-Q2,4,3,April,1
94,2021-04-04,2021,2021-S1,2021-Q2,4,4,April,1
95,2021-04-05,2021,2021-S1,2021-Q2,4,5,April,1
96,2021-04-06,2021,2021-S1,2021-Q2,4,6,April,1
97,2021-04-07,2021,2021-S1,2021-Q2,4,7,April,1
98,2021-04-08,2021,2021-S1,2021-Q2,4,8,April,1
99,2021-04-09,2021,2021-S1,2021-Q2,4,9,April,1
100,2021-04-10,2021,2021-S1,2021-Q2,4,10,April,1
101,2021-04-11,2021,2021-S1,2021-Q2,4,11,April,1
102,2021-04-12,2021,2021-S1,2021-Q2,4,12,April,1
103,2021-04-13,2021,2021-S1,2021-Q2,4,13,April,1
104,2021-04-14,2021,2021-S1,2021-Q2,4,14,April,1
105,2021-04-15,2021,2021-S1,2021-Q2,4,15,April,1
106,2021-04-16,2021,2021-S1,2021-Q2,4,16,April,1
107,2021-04-17,2021,2021-S1,2021-Q2,4,17,April,1
108,2021-04-18,2021,2021-S1,2021-Q2,4,18,April,1
109,2021-04-19,2021,2021-S1,2021-Q2,4,19,April,1
110,2021-04-20,2021,2021-S1,2021-Q2,4,20,April,1
111,2021-04-21,2021,2021-S1,2021-Q2,4,21,April,1
112,2021-04-22,2021,2021-S1,2021-Q2,4,22,April,1
113,2021-04-23,2021,2021-S1,2021-Q2,4,23,April,1
114,2021-04-24,2021,2021-S1,2021-Q2,4,24,April,1
115,2021-04-25,2021,2021-S1,2021-Q2,4,25,April,1
116,2021-04-26,2021,2021-S1,2021-Q2,4,26,April,1
117,2021-04-27,2021,2021-S1,2021-Q2,4,27,April,1
118,2021-04-28,2021,2021-S1,2021-Q2,4,28,April,1
119,2021-04-29,2021,2021-S1,2021-Q2,4,29,April,1
120,2021-04-30,2021,2021-S1,2021-Q2,4,30,April,1
121,2021-05-01,2021,2021-S1,2021-Q2,5,1,May,1
122,2021-05-02,2021,2021-S1,2021-Q2,5,2,May,1
123,2021-05-03,2021,2021-S1,2021-Q2,5,3,May,1
124,2021-05-04,2021,2021-S1,2021-Q2,5,4,May,1
125,2021-05-05,2021,2021-S1,2021-Q2,5,5,May,1
126,2021-05-06,2021,2021-S1,2021-Q2,5,6,May,1
127,2021-05-07,2021,2021-S1,2021-Q2,5,7,May,1
128,2021-05-08,2021,2021-S1,2021-Q2,5,8,May,1
129,2021-05-09,2021,2021-S1,2021-Q2,5,9,May,1
130,2021-05-10,2021,2021-S1,2021-Q2,5,10,May,1
131,2021-05-11,2021,2021-S1,2021-Q2,5,11,May,1
132,2021-05-12,2021,2021-S1,2021-Q2,5,12,May,1
133,2021-05-13,2021,2021-S1,2021-Q2,5,13,May,1
134,2021-05-14,2021,2021-S1,2021-Q2,5,14,May,1
135,2021-05-15,2021,2021-S1,2021-Q2,5,15,May,1
136,2021-05-16,2021,2021-S1,2021-Q2,5,16,May,1
137,2021-05-17,2021,2021-S1,2021-Q2,5,17,May,1
138,2021-05-18,2021,2021-S1,2021-Q2,5,18,May,1
139,2021-05-19,2021,2021-S1,2021-Q2,5,19,May,1
140,2021-05-20,2021,2021-S1,2021-Q2,5,20,May,1
141,2021-05-21,2021,2021-S1,2021-Q2,5,21,May,1
142,2021-05-22,2021,2021-S1,2021-Q2,5,22,May,1
143,2021-05-23,2021,2021-S1,2021-Q2,5,23,May,1
144,2021-05-24,2021,2021-S1,2021-Q2,5,24,May,1
145,2021-05-25,2021,2021-S1,2021-Q2,5,25,May,1
146,2021-05-26,2021,2021-S1,2021-Q2,5,26,May,1
147,2021-05-27,2021,2021-S1,2021-Q2,5,27,May,1
148,2021-05-28,2021,2021-S1,2021-Q2,5,28,May,1
149,2021-05-29,2021,2021-S1,2021-Q2,5,29,May,1
150,2021-05-30,2021,2021-S1,2021-Q2,5,30,May,1
151,2021-05-31,2021,2021-S1,2021-Q2,5,31,May,1
152,2021-06-01,2021,2021-S1,2021-Q2,6,1,June,1
153,2021-06-02,2021,2021-S1,2021-Q2,6,2,June,1
154,2021-06-03,2021,2021-S1,2021-Q2,6,3,June,1
155,2021-06-04,2021,2021-S1,2021-Q2,6,4,June,1
156,2021-06-05,2021,2021-S1,2021-Q2,6,5,June,1
157,2021-06-06,2021,2021-S1,2021-Q2,6,6,June,1
158,2021-06-07,2021,2021-S1,2021-Q2,6,7,June,1
159,2021-06-08,2021,2021-S1,2021-Q2,6,8,June,1
160,2021-06-09,2021,2021-S1,2021-Q2,6,9,June,1
161,2021-06-10,2021,2021-S1,2021-Q2,6,10,June,1
162,2021-06-11,2021,2021-S1,2021-Q2,6,11,June,1
163,2021-06-12,2021,2021-S1,2021-Q2,6,12,June,1
164,2021-06-13,2021,2021-S1,2021-Q2,6,13,June,1
165,2021-06-14,2021,2021-S1,2021-Q2,6,14,June,1
166,2021-06-15,2021,2021-S1,2021-Q2,6,15,June,1
167,2021-06-16,2021,2021-S1,2021-Q2,6,16,June,1
168,2021-06-17,2021,2021-S1,2021-Q2,6,17,June,1
169,2021-06-18,2021,2021-S1,2021-Q2,6,18,June,1
170,2021-06-19,2021,2021-S1,2021-Q2,6,19,June,1
171,2021-06-20,2021,2021-S1,2021-Q2,6,20,June,1
172,2021-06-21,2021,2021-S1,2021-Q2,6,21,June,1
173,2021-06-22,2021,2021-S1,2021-Q2,6,22,June,1
174,2021-06-23,2021,2021-S1,2021-Q2,6,23,June,1
175,2021-06-24,2021,2021-S1,2021-Q2,6,24,June,1
176,2021-06-25,2021,2021-S1,2021-Q2,6,25,June,1
177,2021-06-26,2021,2021-S1,2021-Q2,6,26,June,1
178,2021-06-27,2021,2021-S1,2021-Q2,6,27,June,1
179,2021-06-28,2021,2021-S1,2021-Q2,6,28,June,1
180,2021-06-29,2021,2021-S1,2021-Q2,6,29,June,1
181,2021-06-30,2021,2021-S1,2021-Q2,6,30,June,1
182,2021-07-01,2021,2021-S2,2021-Q3,7,1,July,1
183,2021-07-02,2021,2021-S2,2021-Q3,7,2,July,1
184,2021-07-03,2021,2021-S2,2021-Q3,7,3,July,1
185,2021-07-04,2021,2021-S2,2021-Q3,7,4,July,1
186,2021-07-05,2021,2021-S2,2021-Q3,7,5,July,1
187,2021-07-06,2021,2021-S2,2021-Q3,7,6,July,1
188,2021-07-07,2021,2021-S2,2021-Q3,7,7,July,1
189,2021-07-08,2021,2021-S2,2021-Q3,7,8,July,1
190,2021-07-09,2021,2021-S2,2021-Q3,7,9,July,1
191,2021-07-10,2021,2021-S2,2021-Q3,7,10,July,1
192,2021-07-11,2021,2021-S2,2021-Q3,7,11,July,1
193,2021-07-12,2021,2021-S2,2021-Q3,7,12,July,1
194,2021-07-13,2021,2021-S2,2021-Q3,7,13,July,1
195,2021-07-14,2021,2021-S2,2021-Q3,7,14,July,1
196,2021-07-15,2021,2021-S2,2021-Q3,7,15,July,1
197,2021-07-16,2021,2021-S2,2021-Q3,7,16,July,1
198,2021-07-17,2021,2021-S2,2021-Q3,7,17,July,1
199,2021-07-18,2021,2021-S2,2021-Q3,7,18,July,1
200,2021-07-19,2021,2021-S2,2021-Q3,7,19,July,1
201,2021-07-20,2021,2021-S2,2021-Q3,7,20,July,1
202,2021-07-21,2021,2021-S2,2021-Q3,7,21,July,1
203,2021-07-22,2021,2021-S2,2021-Q3,7,22,July,1
204,2021-07-23,2021,2021-S2,2021-Q3,7,23,July,1
205,2021-07-24,2021,2021-S2,2021-Q3,7,24,July,1
206,2021-07-25,2021,2021-S2,2021-Q3,7,25,July,1
207,2021-07-26,2021,2021-S2,2021-Q3,7,26,July,1
208,2021-07-27,2021,2021-S2,2021-Q3,7,27,July,1
209,2021-07-28,2021,2021-S2,2021-Q3,7,28,July,1
210,2021-07-29,2021,2021-S2,2021-Q3,7,29,July,1
211,2021-07-30,2021,2021-S2,2021-Q3,7,30,July,1
212,2021-07-31,2021,2021-S2,2021-Q3,7,31,July,1
213,2021-08-01,2021,2021-S2,2021-Q3,8,1,August,1
214,2021-08-02,2021,2021-S2,2021-Q3,8,2,August,1
215,2021-08-03,2021,2021-S2,2021-Q3,8,3,August,1
216,2021-08-04,2021,2021-S2,2021-Q3,8,4,August,1
217,2021-08-05,2021,2021-S2,2021-Q3,8,5,August,1
218,2021-08-06,2021,2021-S2,2021-Q3,8,6,August,1
219,2021-08-07,2021,2021-S2,2021-Q3,8,7,August,1
220,2021-08-08,2021,2021-S2,2021-Q3,8,8,August,1
221,2021-08-09,2021,2021-S2,2021-Q3,8,9,August,1
222,2021-08-10,2021,2021-S2,2021-Q3,8,10,August,1
223,2021-08-11,2021,2021-S2,2021-Q3,8,11,August,1
224,2021-08-12,2021,2021-S2,2021-Q3,8,12,August,1
225,2021-08-13,2021,2021-S2,2021-Q3,8,13,August,1
226,2021-08-14,2021,2021-S2,2021-Q3,8,14,August,1
227,2021-08-15,2021,2021-S2,2021-Q3,8,15,August,1
228,2021-08-16,2021,2021-S2,2021-Q3,8,16,August,1
229,2021-08-17,2021,2021-S2,2021-Q3,8,17,August,1
230,2021-08-18,2021,2021-S2,2021-Q3,8,18,August,1
231,2021-08-19,2021,2021-S2,2021-Q3,8,19,August,1
232,2021-08-20,2021,2021-S2,2021-Q3,8,20,August,1
233,2021-08-21,2021,2021-S2,2021-Q3,8,21,August,1
234,2021-08-22,2021,2021-S2,2021-Q3,8,22,August,1
235,2021-08-23,2021,2021-S2,2021-Q3,8,23,August,1
236,2021-08-24,2021,2021-S2,2021-Q3,8,24,August,1
237,2021-08-25,2021,2021-S2,2021-Q3,8,25,August,1
238,2021-08-26,2021,2021-S2,2021-Q3,8,26,August,1
239,2021-08-27,2021,2021-S2,2021-Q3,8,27,August,1
240,2021-08-28,2021,2021-S2,2021-Q3,8,28,August,1
241,2021-08-29,2021,2021-S2,2021-Q3,8,29,August,1
242,2021-08-30,2021,2021-S2,2021-Q3,8,30,August,1
243,2021-08-31,2021,2021-S2,2021-Q3,8,31,August,1
244,2021-09-01,2021,2021-S2,2021-Q3,9,1,September,1
245,2021-09-02,2021,2021-S2,2021-Q3,9,2,September,1
246,2021-09-03,2021,2021-S2,2021-Q3,9,3,September,1
247,2021-09-04,2021,2021-S2,2021-Q3,9,4,September,1
248,2021-09-05,2021,2021-S2,2021-Q3,9,5,September,1
249,2021-09-06,2021,2021-S2,2021-Q3,9,6,September,1
250,2021-09-07,2021,2021-S2,2021-Q3,9,7,September,1
251,2021-09-08,2021,2021-S2,2021-Q3,9,8,September,1
252,2021-09-09,2021,2021-S2,2021-Q3,9,9,September,1
253,2021-09-10,2021,2021-S2,2021-Q3,9,10,September,1
254,2021-09-11,2021,2021-S2,2021-Q3,9,11,September,1
255,2021-09-12,2021,2021-S2,2021-Q3,9,12,September,1
256,2021-09-13,2021,2021-S2,2021-Q3,9,13,September,1
257,2021-09-14,2021,2021-S2,2021-Q3,9,14,September,1
258,2021-09-15,2021,2021-S2,2021-Q3,9,15,September,1
259,2021-09-16,2021,2021-S2,2021-Q3,9,16,September,1
260,2021-09-17,2021,2021-S2,2021-Q3,9,17,September,1
261,2021-09-18,2021,2021-S2,2021-Q3,9,18,September,1
262,2021-09-19,2021,2021-S2,2021-Q3,9,19,September,1
263,2021-09-20,2021,2021-S2,2021-Q3,9,20,September,1
264,2021-09-21,2021,2021-S2,2021-Q3,9,21,September,1
265,2021-09-22,2021,2021-S2,2021-Q3,9,22,September,1
266,2021-09-23,2021,2021-S2,2021-Q3,9,23,September,1
267,2021-09-24,2021,2021-S2,2021-Q3,9,24,September,1
268,2021-09-25,2021,2021-S2,2021-Q3,9,25,September,1
269,2021-09-26,2021,2021-S2,2021-Q3,9,26,September,1
270,2021-09-27,2021,2021-S2,2021-Q3,9,27,September,1
271,2021-09-28,2021,2021-S2,2021-Q3,9,28,September,1
272,2021-09-29,2021,2021-S2,2021-Q3,9,29,September,1
273,2021-09-30,2021,2021-S2,2021-Q3,9,30,September,1
274,2021-10-01,2021,2021-S2,2021-Q4,10,1,October,1
275,2021-10-02,2021,2021-S2,2021-Q4,10,2,October,1
276,2021-10-03,2021,2021-S2,2021-Q4,10,3,October,1
277,2021-10-04,2021,2021-S2,2021-Q4,10,4,October,1
278,2021-10-05,2021,2021-S2,2021-Q4,10,5,October,1
279,2021-10-06,2021,2021-S2,2021-Q4,10,6,October,1
280,2021-10-07,2021,2021-S2,2021-Q4,10,7,October,1
281,2021-10-08,2021,2021-S2,2021-Q4,10,8,October,1
282,2021-10-09,2021,2021-S2,2021-Q4,10,9,October,1
283,2021-10-10,2021,2021-S2,2021-Q4,10,10,October,1
284,2021-10-11,2021,2021-S2,2021-Q4,10,11,October,1
285,2021-10-12,2021,2021-S2,2021-Q4,10,12,October,1
286,2021-10-13,2021,2021-S2,2021-Q4,10,13,October,1
287,2021-10-14,2021,2021-S2,2021-Q4,10,14,October,1
288,2021-10-15,2021,2021-S2,2021-Q4,10,15,October,1
289,2021-10-16,2021,2021-S2,2021-Q4,10,16,October,1
290,2021-10-17,2021,2021-S2,2021-Q4,10,17,October,1
291,2021-10-18,2021,2021-S2,2021-Q4,10,18,October,1
292,2021-10-19,2021,2021-S2,2021-Q4,10,19,October,1
293,2021-10-20,2021,2021-S2,2021-Q4,10,20,October,1
294,2021-10-21,2021,2021-S2,2021-Q4,10,21,October,1
295,2021-10-22,2021,2021-S2,2021-Q4,10,22,October,1
296,2021-10-23,2021,2021-S2,2021-Q4,10,23,October,1
297,2021-10-24,2021,2021-S2,2021-Q4,10,24,October,1
298,2021-10-25,2021,2021-S2,2021-Q4,10,25,October,1
299,2021-10-26,2021,2021-S2,2021-Q4,10,26,October,1
300,2021-10-27,2021,2021-S2,2021-Q4,10,27,October,1
301,2021-10-28,2021,2021-S2,2021-Q4,10,28,October,1
302,2021-10-29,2021,2021-S2,2021-Q4,10,29,October,1
303,2021-10-30,2021,2021-S2,2021-Q4,10,30,October,1
304,2021-10-31,2021,2021-S2,2021-Q4,10,31,October,1
305,2021-11-01,2021,2021-S2,2021-Q4,11,1,November,1
306,2021-11-02,2021,2021-S2,2021-Q4,11,2,November,1
307,2021-11-03,2021,2021-S2,2021-Q4,11,3,November,1
308,2021-11-04,2021,2021-S2,2021-Q4,11,4,November,1
309,2021-11-05,2021,2021-S2,2021-Q4,11,5,November,1
310,2021-11-06,2021,2021-S2,2021-Q4,11,6,November,1
311,2021-11-07,2021,2021-S2,2021-Q4,11,7,November,1
312,2021-11-08,2021,2021-S2,2021-Q4,11,8,November,1
313,2021-11-09,2021,2021-S2,2021-Q4,11,9,November,1
314,2021-11-10,2021,2021-S2,2021-Q4,11,10,November,1
315,2021-11-11,2021,2021-S2,2021-Q4,11,11,November,1
316,2021-11-12,2021,2021-S2,2021-Q4,11,12,November,1
317,2021-11-13,2021,2021-S2,2021-Q4,11,13,November,1
318,2021-11-14,2021,2021-S2,2021-Q4,11,14,November,1
319,2021-11-15,2021,2021-S2,2021-Q4,11,15,November,1
320,2021-11-16,2021,2021-S2,2021-Q4,11,16,November,1
321,2021-11-17,2021,2021-S2,2021-Q4,11,17,November,1
322,2021-11-18,2021,2021-S2,2021-Q4,11,18,November,1
323,2021-11-19,2021,2021-S2,2021-Q4,11,19,November,1
324,2021-11-20,2021,2021-S2,2021-Q4,11,20,November,1
325,2021-11-21,2021,2021-S2,2021-Q4,11,21,November,1
326,2021-11-22,2021,2021-S2,2021-Q4,11,22,November,1
327,2021-11-23,2021,2021-S2,2021-Q4,11,23,November,1
328,2021-11-24,2021,2021-S2,2021-Q4,11,24,November,1
329,2021-11-25,2021,2021-S2,2021-Q4,11,25,November,1
330,2021-11-26,2021,2021-S2,2021-Q4,11,26,November,1
331,2021-11-27,2021,2021-S2,2021-Q4,11,27,November,1
332,2021-11-28,2021,2021-S2,2021-Q4,11,28,November,1
333,2021-11-29,2021,2021-S2,2021-Q4,11,29,November,1
334,2021-11-30,2021,2021-S2,2021-Q4,11,30,November,1
335,2021-12-01,2021,2021-S2,2021-Q4,12,1,December,1
336,2021-12-02,2021,2021-S2,2021-Q4,12,2,December,1
337,2021-12-03,2021,2021-S2,2021-Q4,12,3,December,1
338,2021-12-04,2021,2021-S2,2021-Q4,12,4,December,1
339,2021-12-05,2021,2021-S2,2021-Q4,12,5,December,1
340,2021-12-06,2021,2021-S2,2021-Q4,12,6,December,1
341,2021-12-07,2021,2021-S2,2021-Q4,12,7,December,1
342,2021-12-08,2021,2021-S2,2021-Q4,12,8,December,1
343,2021-12-09,2021,2021-S2,2021-Q4,12,9,December,1
344,2021-12-10,2021,2021-S2,2021-Q4,12,10,December,1
345,2021-12-11,2021,2021-S2,2021-Q4,12,11,December,1
346,2021-12-12,2021,2021-S2,2021-Q4,12,12,December,1
347,2021-12-13,2021,2021-S2,2021-Q4,12,13,December,1
348,2021-12-14,2021,2021-S2,2021-Q4,12,14,December,1
349,2021-12-15,2021,2021-S2,2021-Q4,12,15,December,1
350,2021-12-16,2021,2021-S2,2021-Q4,12,16,December,1
351,2021-12-17,2021,2021-S2,2021-Q4,12,17,December,1
352,2021-12-18,2021,2021-S2,2021-Q4,12,18,December,1
353,2021-12-19,2021,2021-S2,2021-Q4,12,19,December,1
354,2021-12-20,2021,2021-S2,2021-Q4,12,20,December,1
355,2021-12-21,2021,2021-S2,2021-Q4,12,21,December,1
356,2021-12-22,2021,2021-S2,2021-Q4,12,22,December,1
357,2021-12-23,2021,2021-S2,2021-Q4,12,23,December,1
358,2021-12-24,2021,2021-S2,2021-Q4,12,24,December,1
359,2021-12-25,2021,2021-S2,2021-Q4,12,25,December,1
360,2021-12-26,2021,2021-S2,2021-Q4,12,26,December,1
361,2021-12-27,2021,2021-S2,2021-Q4,12,27,December,1
362,2021-12-28,2021,2021-S2,2021-Q4,12,28,December,1
363,2021-12-29,2021,2021-S2,2021-Q4,12,29,December,1
364,2021-12-30,2021,2021-S2,2021-Q4,12,30,December,1
365,2021-12-31,2021,2021-S2,2021-Q4,12,31,December,1
366,2022-01-01,2022,2022-S1,2022-Q1,1,1,January,1
367,2022-01-02,2022,2022-S1,2022-Q1,1,2,January,1
368,2022-01-03,2022,2022-S1,2022-Q1,1,3,January,1
369,2022-01-04,2022,2022-S1,2022-Q1,1,4,January,1
